gate_count,wire_length_um,fanout,logic_depth,frequency_hz,vdd_v,toggle_rate,temperature_k,power_mw,delay_ns,area_um2
16795,5351.199781239702,16,17,1824502756.157171,1.0761266383916026,0.4748447127521308,285.76320280351587,17.740933512380956,17.390411943115332,15173.440877278552
1860,6661.578754162269,13,58,878159156.6579581,1.102058376781942,0.39169162787840084,359.77460450310195,1.0337732383706255,9.941745260151615,2721.306670214836
39158,5942.690659132466,9,7,1076761642.095446,0.7330456197812355,0.25339949096577585,348.2997568458334,8.502689090282741,32.913391825743645,32289.387984246176
45732,4284.755438319011,11,46,1421049522.3141959,0.7963022846537324,0.4600989017704499,284.46719417610126,20.67285693080792,37.652184833245975,37743.1619440741
12284,2088.6840833882598,13,44,1089065218.081374,1.1463220547846977,0.4293631993388968,290.52624051665964,8.09475825349416,15.544318233314655,10277.812511173603
7265,3126.451144523837,19,78,459737731.04102314,0.9078064183004333,0.3491869306210572,264.8941168914386,1.0842359625278486,7.879988542002014,6658.840565877031
17850,5292.555684767867,3,70,702434174.2853328,0.9383679326865226,0.08495300403723899,312.165328330886,1.8568778678918607,21.215078726509578,14777.686430548962
38194,6553.494127111298,12,64,275359489.46373,0.7840119208312832,0.25356622350489666,306.78777446607165,3.182935584738263,33.595845522484915,30975.834139974035
22962,7816.8818671568315,19,15,921965644.7128658,1.1974473982504963,0.4335672075552786,271.8723686885977,14.352957818370022,26.039376240470624,19951.611272280014
48191,7694.9901126457025,8,5,1257844976.8640232,1.161523841419663,0.3083568579557668,375.19375613033066,32.18763858502957,62.26220270556843,39212.271135356204
45131,9729.618558284745,14,30,325206894.1113672,0.7010123354911217,0.2773006079451599,377.88925729948403,6.270840675601782,39.546667334279405,37781.79333873723
17023,2929.8303417677535,9,46,1298115530.793245,0.9753673413289425,0.4780598581461696,266.3570202209625,10.826087355720762,16.224665106313804,14538.43340273918
42090,803.9960113130243,17,66,1796457065.5290077,1.1361336918015772,0.01810855204053188,289.95489298857285,3.7953316473131746,50.19936524785971,33125.70014631604
2685,3522.0036618644067,6,65,741675092.6724873,0.91526680311698,0.015902728617462475,360.4133501387604,0.503368632538548,10.90418127901662,3078.567816087062
1769,7458.615304718359,4,66,521862882.8157577,0.9184071292883424,0.44748205486795267,380.4950036909622,0.7450958930222784,11.451751913954967,2472.0630587396417
3433,4437.305345229623,4,78,1796711521.2996159,0.8896735783631446,0.028883235362360683,260.7509482854419,0.18449940008945848,4.108268965573212,2950.963105746643
6311,8196.105462835252,19,16,1414695948.2053425,0.7144141675776616,0.17294641971555244,385.35554828565444,1.575797458580388,11.992334924182689,5621.42453631041
38819,5538.331015341548,12,31,300250249.3074523,1.0951416679268513,0.46277248607852983,259.24557321168226,7.636302081936092,40.82300447052972,31871.46949353792
40188,9304.93805404198,2,71,875412708.9172916,0.9283926016955473,0.34866477096948195,345.0675939076081,13.693555124297598,44.52174611636371,33225.5561881431
18568,9483.848075790782,17,32,1380770239.5336425,0.9655328192018628,0.3275978638733324,253.3112702992909,8.302177933798907,16.015728220789573,16684.27787190929
20769,786.1146095856122,15,70,1191329362.453364,0.8278425584033191,0.33192917442626674,389.239753261671,8.469166921011547,27.51789177629981,16960.43065644461
29693,4618.493053153001,10,32,1275239526.7647588,1.0920592460334098,0.16564505963605747,303.0535974062347,9.111479930009532,33.95890360228426,24023.542069247676
7396,6135.921706370723,3,25,1177556830.5504596,1.096874273352224,0.26996145959616474,347.32046130939807,3.575763490643178,13.039031467764302,6076.6168230804105
28480,2633.1381540409066,4,11,1616316594.0792916,0.9764604084258797,0.31868680138296374,277.69332986210173,14.904017268854206,26.706523926811855,23218.552446314825
42434,4130.060115851904,1,18,708811217.9142594,1.1523139629000818,0.1598005095888902,298.1883124006223,8.90020277355685,49.528308378325285,34459.503351749765
26658,6809.047257065213,1,43,1446078461.0087898,0.7579421153633209,0.3997283187440218,362.0947723323445,11.173148951906548,27.306360781762926,22686.651993264582
19942,2344.668846293778,18,77,1983050940.73914,1.0933133323217996,0.16765669579510312,395.9493830108139,11.476175254833999,33.44013714996209,16308.221138803723
19431,6059.615394447079,4,66,840921829.7842426,0.9792920711603322,0.04500763521525998,398.8079935914129,3.6394641718518317,30.093118285888217,16499.425244771828
3747,7004.73349882663,15,16,1602991797.6541069,0.8155065835182246,0.1087127411542157,371.45192742222986,0.7641494066602496,9.931573432497883,4010.0585368067377
1189,995.9134798490809,10,42,567607550.558725,0.7661518913259474,0.21012110502166653,377.0789559556232,0.2708259388515057,9.057328714273165,139.77967993220136
20118,5025.540228671783,17,62,635603753.3396938,0.8505035201614191,0.45494738519064276,395.4105790191354,7.044570331388853,27.5068198720244,17238.883383086948
36773,2704.492296249489,12,60,1876241360.948732,1.128157959050726,0.21372322901752358,256.0475034653385,20.00885426763742,40.843823545160944,29752.499892116277
